id,text
t2830,I don't know why my credit card was declined while I was trying to top-up. Was it something on my end or was there something wrong with the top-up function?
t2831,Can you provide me a disposable virtual card?
t2832,What is the closest ATM?
t2833,Why was I double charged?
t2834,Where is the top-up verification code sent?
t2835,"Visa and MasterCard, can I get them both?"
t2836,The app says my transfer failed
t2837,Can this app take my salary?
t2838,"My card is going to expire, what do I do?"
t2839,How do I replace my card before it expires?
t2840,Changing my PIN
t2841,When will my card come? I need it as soon as possible!
t2842,How do I change my details?
t2843,Which countries can I change my PIN in?
t2844,I did not get all the cash at ATM.
t2845,I have a withdrawal waiting to go through.
t2846,Is there anyway to bypass identity verification?
t2847,Today I used my card at a restaurant and it was declined. Why?
t2848,How about disposable virtual cards?
t2849,Why is the purchase I made this morning still pending?
t2850,"Card payment was declined, do you know why?"
t2851,Will I get charged for sending out more cards?
t2852,"I am waiting on this refund, hurry up."
t2853,I got a fee when paying with my card
t2854,Are there any top-up limits?
t2855,"I tried and tried, but I could not complete my transfer. Tell me what is wrong."
t2856,What fiat currencies can I use for holding and exchanging?
t2857,Why hasn't my money transfer showed up yet?
t2858,Can my teenager have an account?
t2859,"In the app, how can I make it show the new card that arrived?"
t2860,What time will a transfer from the US take?
t2861,Can you tell me how to top up on my card?
t2862,How long is the wait for my card?
t2863,What do I need to do to correct this failed transfer?
t2864,What does it mean if my payment has been reverted?
t2865,I have not received an item i ordered yet so i want to cancel it and get a refund. Can you please guide me on how to go about it?
t2866,I'd prefer to use my American Express when putting funds into my account.
t2867,I have a new card and I can't add money to it.  I tried about 30 minutes ago and it is still pending.  What do I do?
t2868,Does the card you sent have a tracking number?
t2869,How do I report a cash withdrawal that wasn't me?
t2870,Why won't cash come out of the ATM?
t2871,How to order a virtual card
t2872,Is auto top up a provided service?
t2873,"I tried to get money out of the Notting Hill ATM earlier, but I wasn't able to get anything out. Is there a problem with my card? It's the first time I tried using it."
t2874,Do top-ups have a limit?
t2875,"I would like to get a physical card, but I don't know how. Can you help me?"
t2876,I tried taking out 30 pounds from the ATM just now and it only gave me 10. Why would it do that? I need the 30 pounds now!
t2877,Can I use app to reset PIN attempts?
t2878,Is there a charge for exchanging foreign currency?
t2879,What may be the reason that my transfer did not go through?
t2880,What fiat currencies do you support?
t2881,My exchange rate is wrong when I get cash.
t2882,I haven't used my card all day but there is a payment showing in the app. Please cancel it!
t2883,How can I top up with my apple watch?
t2884,"I have lost my card, but need to place an online order! How do I get a virtual card instantly?"
t2885,I have foreign currency i would like to change how much will it cost me?
t2886,Is there a reason why there is an extra £1 charge on my account?
t2887,what's my top-up verification code?
t2888,Is there a limit to the number of disposable cards I can have?
t2889,Can I see where my funds come from?
t2890,Why can't I buy cryptocurrency on the app?
t2891,I bought some things in the morning but the payment shows as pending
t2892,can i get a virtual card online
t2893,"Why, when paying with the card, was I charged an extra fee?"
t2894,Is there a auto top-up option?
t2895,What is the procedure for me to get more cards on my account?
t2896,If I need to top up with cash where should I look?
t2897,How do I go forth on transferring a sum of money from one account to another?
t2898,Where do i verify a top-up card?
t2899,I have been overcharged. I just changed over Russian Ruble to UK pounds and it was too much. It seems something was wrong with my exchange.
t2900,I recently transferred money to my account when will it show up?
t2901,Can you tell me what is wrong ? I top-up with you all the time but this time it just shows my top-up as pending. What is happening?
t2902,What is the maximum transactions for one disposable card?
t2903,"I need to make a transfer from Europe, how many days does this take?"
t2904,where can I get the info for my funds
t2905,"Hi I've been trying to top up my card for the past day but it gets declined, I need it topped up urgently! Can somebody get back to me to resolve this or explain any different ways I can top up my card?"
t2906,I made a payment with my card that was cancelled?
t2907,My disposable virtual card was rejected.
t2908,Is there a top-up limit?
t2909,Why is my friend not getting a transaction arrival yet?
t2910,I think I forgot my passcode
t2911,I need to make several disposable cards per day.
t2912,"Transferred to account is not successful, help please?"
t2913,Do you take SWIFT transfers?
t2914,How do I change the PIN?
t2915,My app shows a money withdrawal that I did not do.
t2916,can i order cards on the app
t2917,"Why is my transfer not working? I tried multiple times to transfer money, and all that happens is an error message pops up."
t2918,"I can't freeze my account as I need the card as I am traveling, how do I change my pin?"
t2919,Is a tracking number available for the card that was just sent?
t2920,Can you please explain to me why there is an extra €1 fee in my statement?
t2921,I didn't get the all the cash i wanted from the atm
t2922,Are their certain cash machines where I can change my pin?
